6	gs://singlem-sra-nextflow/pipeline5_workdir/c7/4c957c39480eae8207e9aeec8a08ea	1	1h 35m 6s	COMPLETED
2	gs://singlem-sra-nextflow/pipeline5_workdir/99/e84b000205ff003dd586d0ccface04	1	3h 34m 37s	COMPLETED
8	gs://singlem-sra-nextflow/pipeline5_workdir/e2/213dd3e7017a57584e1b9c722265aa	1	30m 8s	COMPLETED
7	gs://singlem-sra-nextflow/pipeline5_workdir/3b/2b0566bb8570be3f8be00fc9a828f3	1	43m 39s	COMPLETED
4	gs://singlem-sra-nextflow/pipeline5_workdir/76/62f0cbc241ee3f0cd27de65413be05	1	20m 9s	COMPLETED
9	gs://singlem-sra-nextflow/pipeline5_workdir/83/8b6b280e447c1e446c6437f9bba521	1	6m 13s	COMPLETED
1	gs://singlem-sra-nextflow/pipeline5_workdir/89/c54088f196b3cf0897350dc1a30fe0	1	27m	COMPLETED
15	gs://singlem-sra-nextflow/pipeline5_workdir/e2/208d0b1686fc3133b9773fb2f4d92b	1	1h 22s	COMPLETED
13	gs://singlem-sra-nextflow/pipeline5_workdir/30/11ae75941ca0000af3229d15f75fb4	1	25m 19s	COMPLETED
16	gs://singlem-sra-nextflow/pipeline5_workdir/e5/286bc45c8d0d82405aa66e5a485fab	1	9m 17s	COMPLETED
11	gs://singlem-sra-nextflow/pipeline5_workdir/ae/f97a415d6e0338d35447da047484ea	1	3m 39s	COMPLETED
12	gs://singlem-sra-nextflow/pipeline5_workdir/c6/09480d6b9d5405ab7b0395eb6f095b	1	56m 32s	COMPLETED
17	gs://singlem-sra-nextflow/pipeline5_workdir/bb/e6cdc7cf1c1a38db579b0503d9f9c1	1	28m 50s	COMPLETED
10	gs://singlem-sra-nextflow/pipeline5_workdir/54/7fea8212720ec54f1a348c593f5f35	1	20m 40s	COMPLETED
5	gs://singlem-sra-nextflow/pipeline5_workdir/72/acf57452a56f73baaac1f4cbe8d064	1	53m 8s	COMPLETED
3	gs://singlem-sra-nextflow/pipeline5_workdir/a8/18330498aa5a7c2fb0a2b77cb9805a	1	55m 30s	COMPLETED
19	gs://singlem-sra-nextflow/pipeline5_workdir/b7/15a8d4ad2171ed5c4014f1ef758660	1	22m 44s	COMPLETED
21	gs://singlem-sra-nextflow/pipeline5_workdir/11/aba9e58a0e34ed195107f5b6ee039c	1	5m 41s	COMPLETED
22	gs://singlem-sra-nextflow/pipeline5_workdir/a4/2648828e02b9d1ebcccc9bf0cd4ce2	1	1h 9s	COMPLETED
24	gs://singlem-sra-nextflow/pipeline5_workdir/6c/d457fc4be8b22a0964502af5e7435e	1	7m 33s	COMPLETED
23	gs://singlem-sra-nextflow/pipeline5_workdir/44/7343d40b29ea5a288e7fd95070049d	1	4m 40s	COMPLETED
18	gs://singlem-sra-nextflow/pipeline5_workdir/26/b2c01cbb9fca955c6b1998957413c6	1	32m 40s	COMPLETED
30	gs://singlem-sra-nextflow/pipeline5_workdir/a4/3bcd709449ea6a8b9191aadab9b455	1	38m 17s	COMPLETED
29	gs://singlem-sra-nextflow/pipeline5_workdir/12/acada8f85747ebec65f821f155a0f4	1	6m 52s	COMPLETED
31	gs://singlem-sra-nextflow/pipeline5_workdir/3a/7861bb63a66964521d337acb817152	1	5m 54s	FAILED
32	gs://singlem-sra-nextflow/pipeline5_workdir/cc/934a4301f9d08eb433fc2f6259214f	1	36m 14s	COMPLETED
20	gs://singlem-sra-nextflow/pipeline5_workdir/66/4340ceff3b8696dfcbf7fb5ec951d2	1	4m 46s	COMPLETED
25	gs://singlem-sra-nextflow/pipeline5_workdir/bd/d6a535fd3f3c2ca607f954651be390	1	19m 52s	COMPLETED
14	gs://singlem-sra-nextflow/pipeline5_workdir/fa/7bcc00579571c99b5ae27984f53f07	1	2m 40s	COMPLETED
27	gs://singlem-sra-nextflow/pipeline5_workdir/27/42cd8fc8456e05b3c119e57d62d682	1	4m 51s	COMPLETED
26	gs://singlem-sra-nextflow/pipeline5_workdir/0e/f3d8454fa4226246e96f1c39344897	1	12m 12s	COMPLETED
35	gs://singlem-sra-nextflow/pipeline5_workdir/39/f13710f685cdb9ad68795f906bc7b7	1	38m 33s	COMPLETED
36	gs://singlem-sra-nextflow/pipeline5_workdir/bc/6f242613f9cc914397adbd3e18dc19	1	1m 45s	COMPLETED
28	gs://singlem-sra-nextflow/pipeline5_workdir/de/23e2c63a9c91f0552040fe77c0e47d	1	37m	COMPLETED
38	gs://singlem-sra-nextflow/pipeline5_workdir/84/36a99144a438a230aedda7b248e28e	1	4m 58s	COMPLETED
40	gs://singlem-sra-nextflow/pipeline5_workdir/38/b9f2ee39dad947bc840decac1216c7	1	39m 3s	COMPLETED
44	gs://singlem-sra-nextflow/pipeline5_workdir/3c/ecc5db36f020e2607cb7cc21bcaf85	1	14m 36s	COMPLETED
37	gs://singlem-sra-nextflow/pipeline5_workdir/90/3540ab8b453a6734304630e465fa00	1	10m 10s	COMPLETED
45	gs://singlem-sra-nextflow/pipeline5_workdir/db/b31706c53cdda43d28d8649b20a348	1	1m 48s	COMPLETED
34	gs://singlem-sra-nextflow/pipeline5_workdir/e5/8b68443d3c4bf86c9d4e100307b560	1	5m 51s	COMPLETED
47	gs://singlem-sra-nextflow/pipeline5_workdir/81/5527b4ed44c12df482d61b1acbd757	1	29m 49s	COMPLETED
49	gs://singlem-sra-nextflow/pipeline5_workdir/cd/5b13b5d52f0280c02ad2931b9d577f	1	20m 48s	COMPLETED
39	gs://singlem-sra-nextflow/pipeline5_workdir/85/86770e02321e22870c8ec0ece4b6f2	1	6m 32s	COMPLETED
50	gs://singlem-sra-nextflow/pipeline5_workdir/94/d46f898a1db9d048a8bc78bb1d2ad4	1	10m 58s	COMPLETED
51	gs://singlem-sra-nextflow/pipeline5_workdir/69/7ad5b4a5ee73ea72f6f61fd85001aa	1	49m 13s	COMPLETED
48	gs://singlem-sra-nextflow/pipeline5_workdir/06/5b5e59b53d96081a88e5fef016e9d7	1	5m 10s	FAILED
33	gs://singlem-sra-nextflow/pipeline5_workdir/33/5e7c8c6db63da9cca0c75d42098166	1	44.5s	COMPLETED
42	gs://singlem-sra-nextflow/pipeline5_workdir/2f/0bb080b95fc1de49efbcc0ff288835	1	1m 48s	COMPLETED
41	gs://singlem-sra-nextflow/pipeline5_workdir/0a/b3701ade1b1200394e40a6197b5101	1	28m 17s	COMPLETED
43	gs://singlem-sra-nextflow/pipeline5_workdir/22/163cc42f897f7ec1fe8c4dbe345cb4	1	15m 40s	COMPLETED
46	gs://singlem-sra-nextflow/pipeline5_workdir/15/d4e152e0a6e00c392cffa14153e8ec	1	26m 41s	COMPLETED
54	gs://singlem-sra-nextflow/pipeline5_workdir/31/96a60514d9ca42ae4afa4cedee68cd	1	5m 50s	COMPLETED
56	gs://singlem-sra-nextflow/pipeline5_workdir/cf/cfe8dfab38062f9f21bb66243ffcd4	1	30m 50s	COMPLETED
57	gs://singlem-sra-nextflow/pipeline5_workdir/b7/425e9324ecc880bec234f01d44122c	1	767ms	COMPLETED
58	gs://singlem-sra-nextflow/pipeline5_workdir/be/f90620e6efc7573eecd56c8cdcda4a	1	5m 6s	COMPLETED
53	gs://singlem-sra-nextflow/pipeline5_workdir/35/8d9c40c55da53d6cac4516da5a33b4	1	6m 29s	COMPLETED
52	gs://singlem-sra-nextflow/pipeline5_workdir/54/df6ec8bbf7334acd3040776c5c650d	1	44m 31s	COMPLETED
64	gs://singlem-sra-nextflow/pipeline5_workdir/3a/7f3a5969e94f97e184997427dc79c8	1	45.6s	COMPLETED
65	gs://singlem-sra-nextflow/pipeline5_workdir/7a/7627d7abd6c5f01adc53f27b9a727c	1	1m 47s	COMPLETED
66	gs://singlem-sra-nextflow/pipeline5_workdir/2c/a95df641180c827436f384d046cc2a	1	12m 3s	COMPLETED
67	gs://singlem-sra-nextflow/pipeline5_workdir/91/4744753500b29e823f82773d86de5b	1	24m 48s	COMPLETED
55	gs://singlem-sra-nextflow/pipeline5_workdir/a1/1c0bf6d454ccc7248731033aa88352	1	8m 31s	COMPLETED
60	gs://singlem-sra-nextflow/pipeline5_workdir/42/35a2182009c4b8d6861df68502f016	1	16m 16s	COMPLETED
59	gs://singlem-sra-nextflow/pipeline5_workdir/10/069b15205edc503daccc12fd5c888e	1	29m 37s	COMPLETED
69	gs://singlem-sra-nextflow/pipeline5_workdir/83/a7ad4c5214487840a4bacbc60ab183	1	14m 50s	COMPLETED
62	gs://singlem-sra-nextflow/pipeline5_workdir/3c/2552e8b42bcd04f94cccffc43465c4	1	50s	COMPLETED
61	gs://singlem-sra-nextflow/pipeline5_workdir/c7/2d44761ed5f2a6a63a6f2de8e1d24b	1	7m 6s	COMPLETED
63	gs://singlem-sra-nextflow/pipeline5_workdir/ed/c094b90061f777404563fb4f3cdbfd	1	48m 14s	COMPLETED
70	gs://singlem-sra-nextflow/pipeline5_workdir/5f/c3a42a9f5de87a9cb8f18a54a51e84	1	19m 19s	COMPLETED
71	gs://singlem-sra-nextflow/pipeline5_workdir/50/06faa8a8978ccb86975b69db2ffdf2	1	22m 10s	COMPLETED
72	gs://singlem-sra-nextflow/pipeline5_workdir/e3/b54a69a0942b63b63ab97dc7694a73	1	34m 26s	COMPLETED
73	gs://singlem-sra-nextflow/pipeline5_workdir/35/79036e253a21d379f0a7f9f5322c4c	1	34m 55s	COMPLETED
